,DriverNumber,Season,RoundNumber,TeamName,Position,QualiPosition,FastestTime
1389,22,2025,2,Racing Bulls,16.0,9.0,91.238
1390,23,2025,2,Williams,7.0,10.0,91.503
1391,27,2025,2,Kick Sauber,15.0,12.0,91.632
1392,30,2025,2,Red Bull Racing,12.0,20.0,92.174
1393,31,2025,2,Haas F1 Team,5.0,11.0,91.625
1394,44,2025,2,Ferrari,20.0,5.0,90.927
1395,55,2025,2,Williams,10.0,15.0,91.628
1396,63,2025,2,Mercedes,3.0,2.0,90.723
1397,81,2025,2,McLaren,1.0,1.0,90.641
1398,87,2025,2,Haas F1 Team,8.0,17.0,92.018
1399,1,2025,3,Red Bull Racing,1.0,1.0,86.983
1400,4,2025,3,McLaren,2.0,2.0,86.995
1401,5,2025,3,Kick Sauber,19.0,17.0,88.622
1402,6,2025,3,Racing Bulls,8.0,7.0,87.569
1403,7,2025,3,Alpine,15.0,19.0,88.877
1404,10,2025,3,Alpine,13.0,11.0,87.822
1405,12,2025,3,Mercedes,6.0,6.0,87.555
1406,14,2025,3,Aston Martin,11.0,13.0,87.897
1407,16,2025,3,Ferrari,4.0,4.0,87.299
1408,18,2025,3,Aston Martin,20.0,20.0,89.271
1409,22,2025,3,Red Bull Racing,12.0,15.0,87.967
1410,23,2025,3,Williams,9.0,9.0,87.615
1411,27,2025,3,Kick Sauber,16.0,16.0,88.57
1412,30,2025,3,Racing Bulls,17.0,14.0,87.906
1413,31,2025,3,Haas F1 Team,18.0,18.0,88.696
1414,44,2025,3,Ferrari,7.0,8.0,87.61
1415,55,2025,3,Williams,14.0,12.0,87.836
1416,63,2025,3,Mercedes,5.0,5.0,87.318
1417,81,2025,3,McLaren,3.0,3.0,87.027
1418,87,2025,3,Haas F1 Team,10.0,10.0,87.711
1419,1,2025,4,Red Bull Racing,6.0,7.0,90.423
1420,4,2025,4,McLaren,3.0,6.0,90.267
1421,5,2025,4,Kick Sauber,18.0,18.0,92.186
1422,6,2025,4,Racing Bulls,13.0,12.0,91.271
1423,7,2025,4,Alpine,14.0,11.0,91.245
1424,10,2025,4,Alpine,7.0,5.0,90.216
1425,12,2025,4,Mercedes,11.0,4.0,90.213
1426,14,2025,4,Aston Martin,15.0,13.0,91.634
1427,16,2025,4,Ferrari,4.0,3.0,90.175
1428,18,2025,4,Aston Martin,17.0,19.0,92.283
1429,22,2025,4,Red Bull Racing,9.0,10.0,91.228
1430,23,2025,4,Williams,12.0,15.0,92.04
1431,27,2025,4,Kick Sauber,20.0,16.0,91.998
1432,30,2025,4,Racing Bulls,16.0,17.0,92.165
1433,31,2025,4,Haas F1 Team,8.0,14.0,91.594
1434,44,2025,4,Ferrari,5.0,9.0,90.772
1435,55,2025,4,Williams,20.0,8.0,90.68
1436,63,2025,4,Mercedes,2.0,2.0,90.009
1437,81,2025,4,McLaren,1.0,1.0,89.841
1438,87,2025,4,Haas F1 Team,10.0,20.0,92.373
1439,1,2025,5,Red Bull Racing,2.0,1.0,87.294
1440,4,2025,5,McLaren,4.0,10.0,87.481
1441,5,2025,5,Kick Sauber,18.0,20.0,89.462
1442,6,2025,5,Racing Bulls,10.0,14.0,88.418
1443,7,2025,5,Alpine,17.0,17.0,88.739
1444,10,2025,5,Alpine,20.0,9.0,88.025
1445,12,2025,5,Mercedes,6.0,5.0,87.798
1446,14,2025,5,Aston Martin,11.0,13.0,88.303
1447,16,2025,5,Ferrari,3.0,4.0,87.67
1448,18,2025,5,Aston Martin,16.0,16.0,88.645
1449,22,2025,5,Red Bull Racing,20.0,8.0,87.99
1450,23,2025,5,Williams,9.0,11.0,88.109
1451,27,2025,5,Kick Sauber,15.0,18.0,88.782
1452,30,2025,5,Racing Bulls,12.0,12.0,88.191
1453,31,2025,5,Haas F1 Team,14.0,19.0,89.092
1454,44,2025,5,Ferrari,7.0,7.0,88.102
1455,55,2025,5,Williams,8.0,6.0,88.024
1456,63,2025,5,Mercedes,5.0,3.0,87.407
1457,81,2025,5,McLaren,1.0,2.0,87.304
1458,87,2025,5,Haas F1 Team,13.0,15.0,88.536
1459,1,2025,6,Red Bull Racing,4.0,1.0,86.204
1460,4,2025,6,McLaren,2.0,2.0,86.269
1461,5,2025,6,Kick Sauber,20.0,13.0,87.151
1462,6,2025,6,Racing Bulls,11.0,11.0,86.987
1463,7,2025,6,Alpine,20.0,14.0,87.186
1464,10,2025,6,Alpine,13.0,18.0,87.71
1465,12,2025,6,Mercedes,6.0,3.0,86.271
1466,14,2025,6,Aston Martin,15.0,17.0,87.604
1467,16,2025,6,Ferrari,7.0,8.0,86.754
1468,18,2025,6,Aston Martin,16.0,19.0,87.83
1469,22,2025,6,Red Bull Racing,10.0,10.0,86.943
1470,23,2025,6,Williams,5.0,7.0,86.682
1471,27,2025,6,Kick Sauber,14.0,16.0,87.473
1472,30,2025,6,Racing Bulls,20.0,15.0,87.363
1473,31,2025,6,Haas F1 Team,12.0,9.0,86.824
1474,44,2025,6,Ferrari,8.0,12.0,87.006
1475,55,2025,6,Williams,9.0,6.0,86.569
1476,63,2025,6,Mercedes,3.0,5.0,86.385
1477,81,2025,6,McLaren,1.0,4.0,86.269
1478,87,2025,6,Haas F1 Team,20.0,20.0,87.999
1479,1,2025,7,Red Bull Racing,1.0,2.0,74.704
1480,4,2025,7,McLaren,2.0,4.0,74.962
1481,5,2025,7,Kick Sauber,18.0,14.0,76.26
1482,6,2025,7,Racing Bulls,9.0,9.0,75.51
1483,10,2025,7,Alpine,13.0,10.0,75.505
1484,12,2025,7,Mercedes,20.0,13.0,75.772
1485,14,2025,7,Aston Martin,11.0,5.0,75.431
1486,16,2025,7,Ferrari,6.0,11.0,75.604
1487,18,2025,7,Aston Martin,15.0,8.0,75.497
1488,22,2025,7,Red Bull Racing,10.0,20.0,
1489,23,2025,7,Williams,5.0,7.0,75.473
1490,27,2025,7,Kick Sauber,12.0,17.0,76.518
1491,30,2025,7,Racing Bulls,14.0,16.0,76.379
1492,31,2025,7,Haas F1 Team,20.0,18.0,76.613
1493,43,2025,7,Alpine,16.0,15.0,76.256
1494,44,2025,7,Ferrari,4.0,12.0,75.765
1495,55,2025,7,Williams,8.0,6.0,75.198
1496,63,2025,7,Mercedes,7.0,3.0,74.807
1497,81,2025,7,McLaren,3.0,1.0,74.67
1498,87,2025,7,Haas F1 Team,17.0,19.0,76.077
1499,1,2025,8,Red Bull Racing,4.0,5.0,70.669
1500,4,2025,8,McLaren,1.0,1.0,69.954
1501,5,2025,8,Kick Sauber,14.0,16.0,71.902
1502,6,2025,8,Racing Bulls,6.0,6.0,70.923
1503,10,2025,8,Alpine,20.0,18.0,71.994
1504,12,2025,8,Mercedes,18.0,15.0,71.88
1505,14,2025,8,Aston Martin,20.0,7.0,70.924
1506,16,2025,8,Ferrari,2.0,2.0,70.063
1507,18,2025,8,Aston Martin,15.0,19.0,72.563
1508,22,2025,8,Red Bull Racing,17.0,12.0,71.415
1509,23,2025,8,Williams,9.0,10.0,70.732
1510,27,2025,8,Kick Sauber,16.0,13.0,71.596
1511,30,2025,8,Racing Bulls,8.0,9.0,71.129
1512,31,2025,8,Haas F1 Team,7.0,8.0,70.942
1513,43,2025,8,Alpine,13.0,20.0,72.597
1514,44,2025,8,Ferrari,5.0,4.0,70.382
1515,55,2025,8,Williams,10.0,11.0,71.362
1516,63,2025,8,Mercedes,11.0,14.0,71.507
1517,81,2025,8,McLaren,3.0,3.0,70.129
1518,87,2025,8,Haas F1 Team,12.0,17.0,71.979
1519,1,2025,9,Red Bull Racing,10.0,3.0,71.848
1520,4,2025,9,McLaren,2.0,2.0,71.755
1521,5,2025,9,Kick Sauber,12.0,12.0,72.756
1522,6,2025,9,Racing Bulls,7.0,9.0,72.252
1523,10,2025,9,Alpine,8.0,8.0,72.199
1524,12,2025,9,Mercedes,20.0,6.0,72.111
1525,14,2025,9,Aston Martin,9.0,10.0,72.284
1526,16,2025,9,Ferrari,3.0,7.0,72.131
1527,22,2025,9,Red Bull Racing,13.0,20.0,73.385
1528,23,2025,9,Williams,20.0,11.0,72.641
1529,27,2025,9,Kick Sauber,5.0,16.0,73.19
1530,30,2025,9,Racing Bulls,11.0,13.0,72.763
1531,31,2025,9,Haas F1 Team,16.0,17.0,73.201
1532,43,2025,9,Alpine,15.0,19.0,73.334
1533,44,2025,9,Ferrari,6.0,5.0,72.045
1534,55,2025,9,Williams,14.0,18.0,73.203
1535,63,2025,9,Mercedes,4.0,4.0,71.848
1536,81,2025,9,McLaren,1.0,1.0,71.546
1537,87,2025,9,Haas F1 Team,17.0,15.0,73.074
1538,1,2025,10,Red Bull Racing,2.0,2.0,71.059
1539,4,2025,10,McLaren,18.0,7.0,71.599
1540,5,2025,10,Kick Sauber,14.0,16.0,72.385
1541,6,2025,10,Racing Bulls,16.0,9.0,71.867
1542,10,2025,10,Alpine,15.0,20.0,72.667
1543,12,2025,10,Mercedes,3.0,4.0,71.391
1544,14,2025,10,Aston Martin,7.0,6.0,71.586
1545,16,2025,10,Ferrari,5.0,8.0,71.626
1546,18,2025,10,Aston Martin,17.0,18.0,72.517
1547,22,2025,10,Red Bull Racing,12.0,11.0,72.102
1548,23,2025,10,Williams,20.0,10.0,71.892
1549,27,2025,10,Kick Sauber,8.0,13.0,72.183
1550,30,2025,10,Racing Bulls,20.0,19.0,72.525
1551,31,2025,10,Haas F1 Team,9.0,15.0,72.378
1552,43,2025,10,Alpine,13.0,12.0,72.142
1553,44,2025,10,Ferrari,6.0,5.0,71.526
1554,55,2025,10,Williams,10.0,17.0,72.398
1555,63,2025,10,Mercedes,1.0,1.0,70.899
1556,81,2025,10,McLaren,4.0,3.0,71.12
1557,87,2025,10,Haas F1 Team,11.0,14.0,72.306
1558,1,2025,11,Red Bull Racing,20.0,7.0,64.836
1559,4,2025,11,McLaren,1.0,1.0,63.971
1560,5,2025,11,Kick Sauber,8.0,8.0,64.846
1561,6,2025,11,Racing Bulls,12.0,13.0,65.063
1562,10,2025,11,Alpine,13.0,10.0,64.846
1563,12,2025,11,Mercedes,20.0,9.0,65.052
1564,14,2025,11,Aston Martin,7.0,11.0,65.128
1565,16,2025,11,Ferrari,3.0,2.0,64.492
1566,18,2025,11,Aston Martin,14.0,16.0,65.329
1567,22,2025,11,Red Bull Racing,16.0,18.0,65.369
1568,23,2025,11,Williams,20.0,12.0,65.143
1569,27,2025,11,Kick Sauber,9.0,20.0,65.606
1570,30,2025,11,Racing Bulls,6.0,6.0,64.926
1571,31,2025,11,Haas F1 Team,10.0,17.0,65.364
1572,43,2025,11,Alpine,15.0,14.0,65.278
1573,44,2025,11,Ferrari,4.0,4.0,64.582
1574,55,2025,11,Williams,20.0,19.0,65.582
1575,63,2025,11,Mercedes,5.0,5.0,64.763
1576,81,2025,11,McLaren,2.0,3.0,64.554
1577,87,2025,11,Haas F1 Team,11.0,15.0,65.218
1578,1,2025,12,Red Bull Racing,5.0,1.0,84.892
1579,4,2025,12,McLaren,1.0,3.0,85.01
1580,5,2025,12,Kick Sauber,20.0,17.0,86.446
1581,6,2025,12,Racing Bulls,20.0,13.0,85.864
1582,10,2025,12,Alpine,6.0,10.0,85.711
1583,12,2025,12,Mercedes,20.0,7.0,85.374
1584,14,2025,12,Aston Martin,9.0,9.0,85.593
1585,16,2025,12,Ferrari,14.0,6.0,85.121
1586,18,2025,12,Aston Martin,7.0,18.0,86.504
1587,22,2025,12,Red Bull Racing,15.0,12.0,85.826
1588,23,2025,12,Williams,8.0,14.0,85.889
1589,27,2025,12,Kick Sauber,3.0,19.0,86.574
1590,30,2025,12,Racing Bulls,20.0,16.0,86.44
1591,31,2025,12,Haas F1 Team,13.0,15.0,85.95
1592,43,2025,12,Alpine,20.0,20.0,87.06
1593,44,2025,12,Ferrari,4.0,5.0,85.084
1594,55,2025,12,Williams,12.0,11.0,85.746
1595,63,2025,12,Mercedes,10.0,4.0,85.029
1596,81,2025,12,McLaren,2.0,2.0,84.995
1597,87,2025,12,Haas F1 Team,11.0,8.0,85.471
1598,1,2025,13,Red Bull Racing,4.0,4.0,100.903
1599,4,2025,13,McLaren,2.0,1.0,100.562
1600,5,2025,13,Kick Sauber,9.0,10.0,101.336
1601,6,2025,13,Racing Bulls,20.0,8.0,101.281
1602,10,2025,13,Alpine,10.0,13.0,101.633
1603,12,2025,13,Mercedes,16.0,18.0,102.139
1604,14,2025,13,Aston Martin,17.0,19.0,102.385
1605,16,2025,13,Ferrari,3.0,3.0,100.9
1606,18,2025,13,Aston Martin,14.0,20.0,102.502
1607,22,2025,13,Red Bull Racing,13.0,7.0,101.245
1608,23,2025,13,Williams,6.0,5.0,101.201
1609,27,2025,13,Kick Sauber,12.0,14.0,101.707
1610,30,2025,13,Racing Bulls,8.0,9.0,101.297
1611,31,2025,13,Haas F1 Team,15.0,11.0,101.525
1612,43,2025,13,Alpine,19.0,17.0,102.022
1613,44,2025,13,Ferrari,7.0,16.0,101.939
1614,55,2025,13,Williams,18.0,15.0,101.691
1615,63,2025,13,Mercedes,5.0,6.0,101.254
1616,81,2025,13,McLaren,1.0,2.0,100.626
1617,87,2025,13,Haas F1 Team,11.0,12.0,101.617
1618,1,2025,14,Red Bull Racing,9.0,8.0,75.547
1619,4,2025,14,McLaren,1.0,3.0,74.89
1620,5,2025,14,Kick Sauber,6.0,7.0,75.586
1621,6,2025,14,Racing Bulls,11.0,10.0,75.469
1622,10,2025,14,Alpine,19.0,17.0,75.966
1623,12,2025,14,Mercedes,10.0,15.0,75.782
1624,14,2025,14,Aston Martin,5.0,5.0,75.281
1625,16,2025,14,Ferrari,4.0,1.0,75.372
1626,18,2025,14,Aston Martin,7.0,6.0,75.129
1627,22,2025,14,Red Bull Racing,17.0,16.0,75.899
1628,23,2025,14,Williams,15.0,20.0,76.223
1629,27,2025,14,Kick Sauber,13.0,19.0,76.081
1630,30,2025,14,Racing Bulls,8.0,9.0,75.63
1631,31,2025,14,Haas F1 Team,16.0,18.0,76.023
1632,43,2025,14,Alpine,18.0,14.0,75.875
1633,44,2025,14,Ferrari,12.0,12.0,75.702
1634,55,2025,14,Williams,14.0,13.0,75.652
1635,63,2025,14,Mercedes,3.0,4.0,75.201
1636,81,2025,14,McLaren,2.0,2.0,74.941
1637,87,2025,14,Haas F1 Team,20.0,11.0,75.694
1638,1,2025,15,Red Bull Racing,2.0,3.0,68.925
1639,4,2025,15,McLaren,18.0,2.0,68.674
1640,5,2025,15,Kick Sauber,15.0,13.0,69.622
1641,6,2025,15,Racing Bulls,3.0,4.0,69.208
1642,10,2025,15,Alpine,17.0,14.0,69.637
1643,12,2025,15,Mercedes,16.0,11.0,69.493
1644,14,2025,15,Aston Martin,8.0,10.0,69.366
1645,16,2025,15,Ferrari,20.0,6.0,69.304
1646,18,2025,15,Aston Martin,7.0,20.0,
1647,22,2025,15,Red Bull Racing,9.0,12.0,69.622
1648,23,2025,15,Williams,5.0,15.0,69.652
1649,27,2025,15,Kick Sauber,14.0,17.0,70.195
1650,30,2025,15,Racing Bulls,12.0,8.0,69.383
1651,31,2025,15,Haas F1 Team,10.0,18.0,70.197
1652,43,2025,15,Alpine,11.0,16.0,70.104
1653,44,2025,15,Ferrari,20.0,7.0,69.261
1654,55,2025,15,Williams,13.0,9.0,69.472
1655,63,2025,15,Mercedes,4.0,5.0,69.255
1656,81,2025,15,McLaren,1.0,1.0,68.662
1657,87,2025,15,Haas F1 Team,6.0,19.0,70.262
1658,1,2025,16,Red Bull Racing,1.0,1.0,78.792
1659,4,2025,16,McLaren,2.0,2.0,78.869
1660,5,2025,16,Kick Sauber,8.0,8.0,79.323
1661,6,2025,16,Racing Bulls,10.0,16.0,79.917
1662,10,2025,16,Alpine,16.0,19.0,80.103
1663,12,2025,16,Mercedes,9.0,7.0,79.2
1664,14,2025,16,Aston Martin,20.0,9.0,79.362
1665,16,2025,16,Ferrari,4.0,4.0,79.007
1666,18,2025,16,Aston Martin,18.0,17.0,79.948
1667,22,2025,16,Red Bull Racing,13.0,10.0,79.433
1668,23,2025,16,Williams,7.0,14.0,79.583
1669,27,2025,16,Kick Sauber,20.0,12.0,79.498
1670,30,2025,16,Racing Bulls,14.0,20.0,80.279
1671,31,2025,16,Haas F1 Team,15.0,15.0,79.707
1672,43,2025,16,Alpine,17.0,18.0,79.992
1673,44,2025,16,Ferrari,6.0,5.0,79.124
1674,55,2025,16,Williams,11.0,13.0,79.528
1675,63,2025,16,Mercedes,5.0,6.0,79.157
1676,81,2025,16,McLaren,3.0,3.0,78.982
1677,87,2025,16,Haas F1 Team,12.0,11.0,79.446
1678,1,2025,17,Red Bull Racing,1.0,1.0,101.117
1679,4,2025,17,McLaren,7.0,7.0,101.322
1680,5,2025,17,Kick Sauber,11.0,13.0,102.277
1681,6,2025,17,Racing Bulls,10.0,8.0,101.647
1682,10,2025,17,Alpine,18.0,18.0,103.139
1683,12,2025,17,Mercedes,4.0,4.0,101.464
1684,14,2025,17,Aston Martin,15.0,11.0,101.857
1685,16,2025,17,Ferrari,9.0,10.0,101.458
1686,18,2025,17,Aston Martin,17.0,14.0,102.101
1687,22,2025,17,Red Bull Racing,6.0,6.0,101.788
1688,23,2025,17,Williams,13.0,19.0,103.778
1689,27,2025,17,Kick Sauber,16.0,17.0,102.916
1690,30,2025,17,Racing Bulls,5.0,3.0,101.537
1691,31,2025,17,Haas F1 Team,14.0,20.0,103.004
1692,43,2025,17,Alpine,19.0,16.0,102.779
1693,44,2025,17,Ferrari,8.0,12.0,101.821
1694,55,2025,17,Williams,3.0,2.0,101.595
1695,63,2025,17,Mercedes,2.0,5.0,101.455
1696,81,2025,17,McLaren,20.0,9.0,101.414
1697,87,2025,17,Haas F1 Team,12.0,15.0,102.666
1698,1,2025,18,Red Bull Racing,2.0,2.0,89.34
1699,4,2025,18,McLaren,3.0,5.0,89.586
1700,5,2025,18,Kick Sauber,17.0,14.0,90.82
1701,6,2025,18,Racing Bulls,11.0,8.0,89.846
1702,10,2025,18,Alpine,19.0,18.0,91.261
1703,12,2025,18,Mercedes,5.0,4.0,89.537
1704,14,2025,18,Aston Martin,7.0,10.0,89.955
1705,16,2025,18,Ferrari,6.0,7.0,89.784
1706,18,2025,18,Aston Martin,13.0,15.0,90.949
1707,22,2025,18,Red Bull Racing,12.0,13.0,90.353
1708,23,2025,18,Williams,14.0,19.0,90.202
1709,27,2025,18,Kick Sauber,20.0,11.0,90.141
1710,30,2025,18,Racing Bulls,15.0,12.0,90.32
1711,31,2025,18,Haas F1 Team,18.0,17.0,90.989
1712,43,2025,18,Alpine,16.0,16.0,90.982
1713,44,2025,18,Ferrari,8.0,6.0,89.688
1714,55,2025,18,Williams,10.0,20.0,90.235
1715,63,2025,18,Mercedes,1.0,1.0,89.158
1716,81,2025,18,McLaren,4.0,3.0,89.524
1717,87,2025,18,Haas F1 Team,9.0,9.0,89.868
1718,1,2025,19,Red Bull Racing,1.0,1.0,92.51
1719,4,2025,19,McLaren,2.0,2.0,92.801
1720,5,2025,19,Kick Sauber,18.0,16.0,94.125
1721,6,2025,19,Racing Bulls,16.0,20.0,
1722,10,2025,19,Alpine,19.0,14.0,93.599
1723,12,2025,19,Mercedes,13.0,7.0,93.044
1724,14,2025,19,Aston Martin,10.0,10.0,93.16
1725,16,2025,19,Ferrari,3.0,3.0,92.807
1726,18,2025,19,Aston Martin,12.0,18.0,94.54
1727,22,2025,19,Red Bull Racing,7.0,13.0,93.466
1728,23,2025,19,Williams,14.0,19.0,94.69
1729,27,2025,19,Kick Sauber,8.0,11.0,93.334
1730,30,2025,19,Racing Bulls,11.0,12.0,93.36
1731,31,2025,19,Haas F1 Team,15.0,17.0,94.136
1732,43,2025,19,Alpine,17.0,15.0,94.039
1733,44,2025,19,Ferrari,4.0,5.0,92.912
1734,55,2025,19,Williams,20.0,9.0,93.124
1735,63,2025,19,Mercedes,6.0,4.0,92.826
1736,81,2025,19,McLaren,5.0,6.0,93.084
1737,87,2025,19,Haas F1 Team,9.0,8.0,93.139
1738,1,2025,20,Red Bull Racing,3.0,5.0,76.07
1739,4,2025,20,McLaren,1.0,1.0,75.586
1740,5,2025,20,Kick Sauber,10.0,16.0,77.412
1741,6,2025,20,Racing Bulls,13.0,9.0,76.252
1742,10,2025,20,Alpine,15.0,18.0,77.546
1743,12,2025,20,Mercedes,6.0,6.0,76.118
1744,14,2025,20,Aston Martin,20.0,14.0,77.103
1745,16,2025,20,Ferrari,2.0,2.0,75.848
1746,18,2025,20,Aston Martin,14.0,19.0,77.606
1747,22,2025,20,Red Bull Racing,11.0,11.0,76.816
1748,23,2025,20,Williams,12.0,17.0,77.49
1749,27,2025,20,Kick Sauber,20.0,13.0,77.016
1750,30,2025,20,Racing Bulls,20.0,15.0,76.961
1751,31,2025,20,Haas F1 Team,9.0,12.0,76.837
1752,43,2025,20,Alpine,16.0,20.0,77.67
1753,44,2025,20,Ferrari,8.0,3.0,75.938
1754,55,2025,20,Williams,17.0,7.0,76.172
1755,63,2025,20,Mercedes,7.0,4.0,76.034
1756,81,2025,20,McLaren,5.0,8.0,76.174
1757,87,2025,20,Haas F1 Team,4.0,10.0,76.46
1758,1,2025,21,Red Bull Racing,3.0,16.0,70.403
1759,4,2025,21,McLaren,1.0,1.0,69.511
1760,5,2025,21,Kick Sauber,20.0,20.0,
1761,6,2025,21,Racing Bulls,8.0,5.0,69.931
1762,10,2025,21,Alpine,10.0,9.0,69.857
1763,12,2025,21,Mercedes,2.0,2.0,69.685
1764,14,2025,21,Aston Martin,14.0,11.0,70.001
1765,16,2025,21,Ferrari,20.0,3.0,69.801
1766,18,2025,21,Aston Martin,16.0,14.0,70.041
1767,22,2025,21,Red Bull Racing,17.0,19.0,70.711
1768,23,2025,21,Williams,11.0,12.0,70.053
1769,27,2025,21,Kick Sauber,9.0,10.0,69.985
1770,30,2025,21,Racing Bulls,7.0,7.0,69.95
1771,31,2025,21,Haas F1 Team,12.0,17.0,70.438
1772,43,2025,21,Alpine,15.0,18.0,70.632
1773,44,2025,21,Ferrari,20.0,13.0,70.016
1774,55,2025,21,Williams,13.0,15.0,70.184
1775,63,2025,21,Mercedes,4.0,6.0,69.88
1776,81,2025,21,McLaren,5.0,4.0,69.835
1777,87,2025,21,Haas F1 Team,6.0,8.0,69.755
1778,1,2025,22,Red Bull Racing,1.0,2.0,108.257
1779,4,2025,22,McLaren,20.0,1.0,107.934
1780,5,2025,22,Kick Sauber,20.0,18.0,116.674
1781,6,2025,22,Racing Bulls,6.0,8.0,109.554
1782,10,2025,22,Alpine,13.0,10.0,111.54
1783,12,2025,22,Mercedes,3.0,17.0,116.314
1784,14,2025,22,Aston Martin,11.0,7.0,109.466
1785,16,2025,22,Ferrari,4.0,9.0,109.872
1786,18,2025,22,Aston Martin,20.0,12.0,112.85
1787,22,2025,22,Red Bull Racing,12.0,19.0,116.798
1788,23,2025,22,Williams,20.0,16.0,116.22
1789,27,2025,22,Kick Sauber,7.0,11.0,112.781
1790,30,2025,22,Racing Bulls,14.0,6.0,109.062
1791,31,2025,22,Haas F1 Team,9.0,13.0,112.987
1792,43,2025,22,Alpine,15.0,15.0,113.683
1793,44,2025,22,Ferrari,8.0,20.0,117.115
1794,55,2025,22,Williams,5.0,3.0,108.296
1795,63,2025,22,Mercedes,2.0,4.0,108.803
1796,81,2025,22,McLaren,20.0,5.0,108.961
1797,87,2025,22,Haas F1 Team,10.0,14.0,113.094
1798,1,2025,23,Red Bull Racing,1.0,3.0,79.651
1799,4,2025,23,McLaren,4.0,2.0,79.495
1800,5,2025,23,Kick Sauber,13.0,14.0,80.534
1801,6,2025,23,Racing Bulls,18.0,6.0,80.114
1802,10,2025,23,Alpine,16.0,9.0,80.324
1803,12,2025,23,Mercedes,5.0,5.0,79.846
1804,14,2025,23,Aston Martin,7.0,8.0,80.219
1805,16,2025,23,Ferrari,8.0,10.0,80.343
1806,18,2025,23,Aston Martin,17.0,19.0,81.058
1807,22,2025,23,Red Bull Racing,10.0,16.0,80.761
1808,23,2025,23,Williams,11.0,15.0,80.629
1809,27,2025,23,Kick Sauber,20.0,11.0,80.353
1810,30,2025,23,Racing Bulls,9.0,12.0,80.433
1811,31,2025,23,Haas F1 Team,15.0,17.0,80.864
1812,43,2025,23,Alpine,14.0,20.0,81.137
1813,44,2025,23,Ferrari,12.0,18.0,80.907
1814,55,2025,23,Williams,3.0,7.0,80.251
1815,63,2025,23,Mercedes,6.0,4.0,79.662
1816,81,2025,23,McLaren,2.0,1.0,79.387
1817,87,2025,23,Haas F1 Team,20.0,13.0,80.438
1818,1,2025,24,Red Bull Racing,1.0,1.0,82.207
1819,4,2025,24,McLaren,3.0,2.0,82.408
1820,5,2025,24,Kick Sauber,11.0,7.0,82.874
1821,6,2025,24,Racing Bulls,17.0,9.0,82.997
1822,10,2025,24,Alpine,19.0,19.0,83.468
1823,12,2025,24,Mercedes,15.0,14.0,82.894
1824,14,2025,24,Aston Martin,6.0,6.0,82.861
1825,16,2025,24,Ferrari,4.0,5.0,82.73
1826,18,2025,24,Aston Martin,10.0,15.0,83.097
1827,22,2025,24,Red Bull Racing,14.0,10.0,83.034
1828,23,2025,24,Williams,16.0,17.0,83.416
1829,27,2025,24,Kick Sauber,9.0,18.0,83.45
1830,30,2025,24,Racing Bulls,18.0,13.0,83.077
1831,31,2025,24,Haas F1 Team,7.0,8.0,82.913
1832,43,2025,24,Alpine,20.0,20.0,83.89
1833,44,2025,24,Ferrari,8.0,16.0,83.394
1834,55,2025,24,Williams,13.0,12.0,83.042
1835,63,2025,24,Mercedes,5.0,4.0,82.645
1836,81,2025,24,McLaren,2.0,3.0,82.437
1837,87,2025,24,Haas F1 Team,12.0,11.0,83.041
